ID,Adresse,Bilder,Features,From,Grundgriss,Grundstück,Haus/Wohnung,Kaltmiete,Kaufpreis,Lat,Lon,Miete/Kauf,PLZ,Stadt,Stadtteil,Titel,Wohnfläche,Zimmer,von privat,From_UUID
79114951,"Hepkestraße 119, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,319.000 €,51.03599,13.7958,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","123,38 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79114988,"Hepkestraße 119, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,322.000 €,51.03599,13.7958,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","130,66 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79114996,"Hepkestraße 119, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,259.000 €,51.03599,13.7958,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR",117 m²,3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115002,"Eibenstocker Straße 107a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,325.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","121,87 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115008,"Hepkestraße 117, Tolkewitz/Seidnitz-Nord, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,225.000 €,51.03418,13.80299,Kauf,01277,Dresden,Tolkewitz/Seidnitz-Nord,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","86,98 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115031,"Hepkestraße 117, Tolkewitz/Seidnitz-Nord, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,325.000 €,51.03418,13.80299,Kauf,01277,Dresden,Tolkewitz/Seidnitz-Nord,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","141,43 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115050,"Eibenstocker Straße 107a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,325.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","122,11 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115075,"Eibenstocker Straße 107a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,319.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","121,87 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115097,"Eibenstocker Straße 111, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,339.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","159,53 m²",5,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115137,"Eibenstocker Straße 107, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,259.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","107,54 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115147,"Eibenstocker Straße 101, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,360.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","142,35 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115196,"Eibenstocker Straße 101, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,355.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","142,35 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115236,"Hepkestraße 117, Tolkewitz/Seidnitz-Nord, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,298.000 €,51.03418,13.80299,Kauf,01277,Dresden,Tolkewitz/Seidnitz-Nord,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","136,74 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79115475,"Karpatenstraße 18B, Bühlau/Weißer Hirsch, Dresden",13,"[Balkon/Terrasse, Garten]",Frau Angela Frömmel,True,,Wohnung,1.449 €,,51.04751,13.84165,Miete,01326,Dresden,Bühlau/Weißer Hirsch,Exklusives Wohnen in Dresdner Höhenlage - 4-Raum-Wohnung in herrlich ruhiger Waldrandlage,137 m²,4,False,932d3a8f-0cbe-3332-a635-ca7ba827ea15
79124283,"Postelwitzer Str. 2, Gruna, Dresden",2,[], Vermietungsteam Dresden,True,,Wohnung,340 €,,51.03455,13.7848,Miete,01277,Dresden,Gruna,Seniorenwohnung ! Volkssolidarität im Haus !  Einbau einer Dusche ! Bezugsfertig ca. 16.09.2015 !,"56,67 m²",2,False,c046b743-8c52-376c-999f-371dc42cf575
79143965,"Kesselsdorfer Str. 107, Naußlitz, Dresden",16,"[Provisionsfrei*, Balkon/Terrasse, Garten]", 2CM Immobilienkonzepte  GmbH & CoKG,True,,Wohnung,,275.400 €,51.0416,13.67666,Kauf,01169,Dresden,Naußlitz,Neu! 1.OG rechts 4- Raum Wohnung-  Sehen Sie  Ihre neuen Wohnräume,108 m²,4,False,09525958-3d82-3578-941a-7a226af7f438
79150214,"Pieschen-Süd, Dresden",4,[], Richert & Oertel Immobilien,True,,Wohnung,926 €,,,,Miete,01127,Dresden,Pieschen-Süd,www.r-o.de +++ Erstbezug - Geräumige 4-Zimmerwohnung mit Terrasse und Parkettboden,"129,5 m²",4,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79152135,"Boxdorfer Str. 24 B, Trachau, Dresden",9,"[Provisionsfrei*, Balkon/Terrasse, Einbauküche]",Frau Jutta Wagner,True,,Wohnung,,59.000 €,51.08754,13.71808,Kauf,01129,Dresden,Trachau,Provisionsfrei! Hochwertig und möbliert Apartment mit sehr guter Vermietbarkeit  - Rendite fast 7 %,40 m²,1,False,34fabb23-dd53-3384-82d9-e05b3453af74
79156222,"Löbtau-Süd, Dresden",6,[],Herr Thomas Plechschmidt,False,620 m²,Haus,,1.200.000 €,,,Kauf,01159,Dresden,Löbtau-Süd,Solides Mehrfamilienhaus mit Gewerbe im EG in interessanter Lage der Dresdener Vorstadt!,890 m²,30,False,c7c70632-b701-336b-8536-7735a7ff5286
79159295,"Cotta, Dresden",19,[Garten],Frau Anke Beinhoff,True,,Wohnung,975 €,,,,Miete,01157,Dresden,Cotta,Wohngemeinschaften und Familien finden hier viel Platz!,171 m²,6,False,019405f3-5948-3bd9-bd01-b1990006f621
79159317,"Eibenstocker Straße 111, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,309.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","123,82 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
79161842,"Löbtau-Nord, Dresden",11,"[Balkon/Terrasse, Garten]",Herr Alexander Jehmlich,True,,Wohnung,466 €,,,,Miete,01159,Dresden,Löbtau-Nord,"Wohnküche/Balkon/Wanne, ERSTBEZUG!, www.cmdd.de","54,8 m²",3,False,a8111f92-a628-3f37-8e0a-cd1a2fb6cba8
79162169,"Loschwitz/Wachwitz, Dresden",1,[], Richert & Oertel Immobilien,False,6.100 m²,Haus,,830.000 €,,,Kauf,01326,Dresden,Loschwitz/Wachwitz,www.r-o.de+++ Klassisch schön - Einfamilienhaus mit Parkgrundstück am Elbhang -,190 m²,5,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79164504,"Österreicher Straße 85, Laubegast, Dresden",15,[Provisionsfrei*], Werner Wohnbau GmbH & Co. KG,False,194 m²,Haus,,299.900 €,51.02075,13.84143,Kauf,01279,Dresden,Laubegast,*Objektvorstellung Dienstag 11.08.2015 nach Terminvereinbarung mit Hr. Beckert Tel: 0175-5757492* ,133 m²,"5,5",False,4c499eac-8734-3b35-9fbc-5d78ceb27eb7
79165161,"Radeberger Vorstadt, Dresden",6,[],Herr H. Reuther,True,,Wohnung,"739,50 €",,,,Miete,01099,Dresden,Radeberger Vorstadt,Preußisches Viertel - Herrschaftliche DG- Wohnung mit Dachterrasse,87 m²,3,False,df9b51a7-01a6-3db4-83fc-ee4a39202896
79170040,"Striesen-Süd, Dresden",1,[Garten],Herr Christoph Käsemodel,False,,Wohnung,,440.000 €,,,Kauf,01309,Dresden,Striesen-Süd,sichere Investition mit attraktiver Rendite - langfristig vermiete Büroeinheit in Dresden,442 m²,16,False,cda08f67-a92e-3dae-997a-9747dbfaac85
79201711,"Friedewalder Weg 3, Pieschen-Nord/Trachenberge, Dresden",7,[Balkon/Terrasse], Wohnen - Dresden,True,,Wohnung,533 €,,51.08683,13.72344,Miete,01129,Dresden,Pieschen-Nord/Trachenberge,Sonnige und ruhige 3 RWE mit Balkon +++ Idylle pur +++,"66,57 m²",3,False,70193fdb-bb2d-3420-9fbe-7ec5be53162c
79214026,"Plauen, Dresden",5,[Balkon/Terrasse], Frau Kaesler,True,,Wohnung,,85.000 €,,,Kauf,01187,Dresden,Plauen,Kleine 3-R-ETW mit Balkon in Dresden-Süd …,68 m²,3,False,e8bbe727-aaad-378b-84cc-e6df327be1e9
79223324,"Striesen-Ost, Dresden",5,[], rs Immobilienberatung GmbH,False,,Wohnung,,98.500 €,,,Kauf,01277,Dresden,Striesen-Ost,KAPITALANLAGE IN STRIESEN: vermietete 2-Zimmer-Wohnung in schöner Stadtvilla,"57,5 m²",2,False,5e162914-8949-3dd3-9878-32729b9ac039
79240283,"Löbtau-Nord, Dresden",11,[Garten],Herr Alexander Jehmlich,True,,Wohnung,631 €,,,,Miete,01159,Dresden,Löbtau-Nord,"Riesige Wohnküche, perfekt für WG, DG-Whg. im ERSTBEZUG!, www.cmdd.de","74,51 m²",3,False,a8111f92-a628-3f37-8e0a-cd1a2fb6cba8
79240590,"Löbtau-Nord, Dresden",12,[], Richert & Oertel Immobilien,True,,Wohnung,477 €,,,,Miete,01159,Dresden,Löbtau-Nord,www.r-o.de +++ Einziehen und Wohlfühlen - Helle 3-Zimmerwohnung in Dresden-Löbtau,"59,29 m²",3,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79247421,"Löbtau-Nord, Dresden",10,[], Richert & Oertel Immobilien,True,,Wohnung,468 €,,,,Miete,01159,Dresden,Löbtau-Nord,www.r-o.de +++ Erstbezug nach Sanierung - 3-Zimmerwohnung mit Balkon zu vermieten,"62,41 m²",3,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79256962,"Bühlau/Weißer Hirsch, Dresden",2,"[Balkon/Terrasse, Garten]", iMMOSUCH GMBH,True,,Wohnung,,130.000 €,,,Kauf,01324,Dresden,Bühlau/Weißer Hirsch,Eigentumswohnung in Bühlauer Toplage,59 m²,3,False,74b8c399-fd22-39af-8429-a206181883c4
79256963,"Bühlau/Weißer Hirsch, Dresden",3,"[Balkon/Terrasse, Garten]", iMMOSUCH GMBH,True,,Wohnung,,160.000 €,,,Kauf,01324,Dresden,Bühlau/Weißer Hirsch,Eigentumswohnung in Bühlauer Toplage,73 m²,3,False,74b8c399-fd22-39af-8429-a206181883c4
79259209,"Weixdorf, Dresden",5,[Provisionsfrei*],Frau Kerstin Much,True,770 m²,Haus,,213.320 €,,,Kauf,01108,Dresden,Weixdorf,2016 im eigenen Haus!?!,158 m²,5,False,b171a065-286e-3d41-b718-115b3d047074
79259214,"Klotzsche, Dresden",6,[Provisionsfrei*],Frau Kerstin Much,True,740 m²,Haus,,198.600 €,,,Kauf,01109,Dresden,Klotzsche,Sichern Sie sich jetzt die supergünstigen Bauzinsen!,145 m²,5,False,b171a065-286e-3d41-b718-115b3d047074
79260356,"Hellerau/Wilschdorf, Dresden",6,[Provisionsfrei*], Bernd Jährig,False,500 m²,Haus,,292.000 €,,,Kauf,01109,Dresden,Hellerau/Wilschdorf,einfach easy mit easy 1,135 m²,7,False,94be2b97-ebb3-38c7-9ca9-7ced643f8152
79260401,"Klotzsche, Dresden",8,[Provisionsfrei*], Gerd Friedemann,False,558 m²,Haus,,241.699 €,,,Kauf,01109,Dresden,Klotzsche,Warum länger zur Miete wohnen?!,"127,22 m²",4,False,c6a61172-6241-30c7-8dab-fdb70fa345e4
79260402,"Klotzsche, Dresden",9,[Provisionsfrei*], Gerd Friedemann,False,1.037 m²,Haus,,332.799 €,,,Kauf,01109,Dresden,Klotzsche,Der Traum vom Haus wird wahr!,"133,62 m²",4,False,c6a61172-6241-30c7-8dab-fdb70fa345e4
79260601,"Striesen-Süd, Dresden",8,[],Frau Ute Ihra,True,,Wohnung,370 €,,,,Miete,01309,Dresden,Striesen-Süd,"Zentrale Lage in Striesen - attraktive große Zimmer, www.cmdd.de","59,95 m²",2,False,587b1f9f-0981-3b59-bce0-54f354b2052d
79267832,"Reinickstr. 8, Striesen-Süd, Dresden",17,[Balkon/Terrasse],Frau Renner,True,,Wohnung,885 €,,51.04439,13.77304,Miete,01309,Dresden,Striesen-Süd,Wohnen und Büro in Einem,"154,7 m²",5,False,2b05f33a-b839-3171-9f4b-0fe26bb5a458
79268646,"Niedersedlitz, Dresden",5,[], Ronald Hamel,False,,Wohnung,,180.000 €,,,Kauf,01257,Dresden,Niedersedlitz,Penthouse  + Tiefgaragenstellplatz in ruhiger Lage,"80,2 m²",3,False,0f39a288-6b69-3be3-bad2-ef7f7646efa7
79288314,"Briesnitz, Dresden",6,[], Frau Jutta Bürger,True,,Wohnung,270 €,,,,Miete,01157,Dresden,Briesnitz,"2,0-Zimmerwohnung","45,5 m²",2,False,469a121c-b8ec-32d6-bb8a-0d5edba3de52
79296448,"Radeberger Vorstadt, Dresden",11,[Balkon/Terrasse],Frau Manuela Bienk,True,,Wohnung,1.350 €,,,,Miete,01099,Dresden,Radeberger Vorstadt,"TOP möbliert und ruhig gelegen im Mansardengeschoss!, www.cmdd.de","160,7 m²",4,False,8185266f-2c17-3cd6-8b3a-6a4688931f0e
79306328,"Kresseweg 11, Gorbitz-Nord/Neu-Omsewitz, Dresden",2,[], Das Vermietungsteam der EWG,True,,Wohnung,"151,39 €",,51.05065,13.66348,Miete,01169,Dresden,Gorbitz-Nord/Neu-Omsewitz,-:- 1-RW für Azubis & Studis -:-,"26,56 m²",1,False,719d50f3-cbac-30e5-831d-bcd5f8cc0fa4
79312814,"Hermann-Hesse-Straße 3, Bühlau/Weißer Hirsch, Dresden",15,[Balkon/Terrasse],Frau Gabriele Ahrens,True,,Wohnung,1.260 €,,51.0647,13.82167,Miete,01324,Dresden,Bühlau/Weißer Hirsch,"Exklusiv Wohnen im Dr. Lahmann Park, Weißer-Hirsch, 3-Zi.-Whg. im Haus ""Louise""","104,81 m²",3,False,28d5d17f-e4c1-3f60-ba32-91e8b3a727c3
79328875,"Heideparkstraße 8, Radeberger Vorstadt, Dresden",14,"[Provisionsfrei*, Balkon/Terrasse, Garten]",Frau Angela Blauhut,True,,Wohnung,,472.900 €,51.06968,13.78585,Kauf,01099,Dresden,Radeberger Vorstadt,"Ein Wohngebiet im Dreiklang: Geschichte, Natur & Kultur - Haus ""CALLUNA""","133,5 m²",5,False,086b1bb2-9395-3a14-afd7-b2dfd77d0b65
79329765,"Tharandter Straße 134, Naußlitz, Dresden",14,[Garten], Kerstin Mohr,True,,Wohnung,324 €,,51.0228,13.69258,Miete,01187,Dresden,Naußlitz,*2-Zimmer-Wohnung im Plauenschen Grund*,54 m²,2,False,4b813e14-1294-30f6-abee-160210f86e5d
79331535,"Cotta, Dresden",6,"[Einbauküche, Garten]", Immobilienservice Uwe Leithold,True,,Wohnung,,88.000 €,,,Kauf,01157,Dresden,Cotta,GEMÜTLICH UND KOMFORTABEL IM MANSARDGESCHOSS!,64 m²,3,False,0a10a4b5-cc5e-33de-a291-0ae091fcbed6
79332575,"Leipziger Vorstadt, Dresden",17,"[Einbauküche, Garten]",Frau Sabine Socha,True,,Wohnung,,90.000 €,,,Kauf,01097,Dresden,Leipziger Vorstadt,Hochwertige 2-DG-ETW mit EBK im Hechtviertel d. DD-Neustadt,"41,32 m²",2,False,e1b44548-d76b-39d6-a168-11eedfebe535
79355623,"Kretschmerstr. 2c, Blasewitz, Dresden",3,[],Frau Renner,True,,Wohnung,545 €,,51.04839,13.80418,Miete,01309,Dresden,Blasewitz,Große 2/3-Raum-Wohnung,"88,53 m²",2,False,2b05f33a-b839-3171-9f4b-0fe26bb5a458
79355878,"Striesen-Ost, Dresden",16,[Balkon/Terrasse],Herr Maximilian Wilde,True,,Wohnung,,350.000 €,,,Kauf,01309,Dresden,Striesen-Ost,Großzügig wohnen auf 140 m² - Maisonette-Wohnung in Dresden-Striesen,138 m²,5,False,2f8e929a-8074-34a2-84e8-e29f353b9a71
79357358,"Blasewitz, Dresden",7,"[Balkon/Terrasse, Garten]", H + H Immobilien Köln Angelika Henker und Coleen Trebschick,False,,Wohnung,,399.000 €,,,Kauf,01309,Dresden,Blasewitz,Wohnen am Friedensplatz - Mendelssohnallee,"137,54 m²","3,5",False,206ec7f7-76ab-3396-a650-a52d9520b067
79358446,"Radeberger Vorstadt, Dresden",11,[Balkon/Terrasse], Jan Bikowski,True,,Wohnung,,59.500 €,,,Kauf,01099,Dresden,Radeberger Vorstadt,Gemütliche Balkonwohnung im Preußischen Viertel,"43,67 m²",1,False,4b070c31-b565-3f74-8b4b-b421a51dbd0f
79375792,"Johannes-Paul-Thilman-Str. 6, Leubnitz-Neuostra, Dresden",6,[Balkon/Terrasse], Vermietungsteam Dresden,True,,Wohnung,302 €,,51.01306,13.77452,Miete,01219,Dresden,Leubnitz-Neuostra,Bezugsfertige 3-RWE - ca. 64 m² in Dresden-Leubnitz-Neuostra,"64,27 m²",3,False,c046b743-8c52-376c-999f-371dc42cf575
79375806,"Curt-Querner-Str. 15, Strehlen, Dresden",6,[Balkon/Terrasse], Vermietungsteam Dresden,True,,Wohnung,309 €,,51.01582,13.77788,Miete,01219,Dresden,Strehlen,"bezugsfertig- ca. 64 m² in Dresden-Strehlen mit Reick-Nordwest, WBS L erforderlich","64,27 m²",3,False,c046b743-8c52-376c-999f-371dc42cf575
79386984,"Cotta, Dresden",12,"[Provisionsfrei*, Balkon/Terrasse, Garten]", Christoph Eberle,False,,Wohnung,,318.195 €,,,Kauf,01157,Dresden,Cotta,Einzug 2015 - 4-Zimmer-Wohnung mit 50 m² Terrasse und Gartenzugang,"141,42 m²",4,False,b863ce4e-afcb-30c1-86b5-de109aeadeb2
79399659,"Kötzschenbroder Straße 14, Mickten, Dresden",11,"[Balkon/Terrasse, Garten]", Kerstin Mohr,True,,Wohnung,449 €,,51.07799,13.71344,Miete,01139,Dresden,Mickten,Wohnpark in Elbnähe - ruhig + grün!,"59,88 m²",2,False,4b813e14-1294-30f6-abee-160210f86e5d
79399914,"Striesen-Ost, Dresden",6,[],Herr Robert Kiesow,False,,Wohnung,325 €,,,,Miete,01277,Dresden,Striesen-Ost,Provisionsfrei! 2-Raum-Wohnung in Dresden-Striesen,"46,41 m²",2,False,7ff1914e-379f-3a1f-8459-993ac2c0092a
79419387,"Klotzsche, Dresden",4,[Provisionsfrei*], Bernd Jährig,False,500 m²,Haus,,272.000 €,,,Kauf,01109,Dresden,Klotzsche,einfach easy mit easy 1,135 m²,7,False,94be2b97-ebb3-38c7-9ca9-7ced643f8152
79420252,"Grillparzer Straße 6, Cotta, Dresden",14,"[Balkon/Terrasse, Garten]", VSC GmbH Ricarda Kube ,True,,Wohnung,426 €,,51.05948,13.68426,Miete,01157,Dresden,Cotta,Super sanierte und WG-geeignete Wohnung im KfW70 Standard!,"50,15 m²",2,False,9f55261b-7ea6-3459-8c08-659f5f3d427c
79427658,"Innere Altstadt, Dresden",11,[Balkon/Terrasse], Richert & Oertel Immobilien,True,,Wohnung,1.036 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Kulturgenuss um die Ecke! Modern Wohnen in der Nähe der Frauenkirche,"95,13 m²",3,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79427661,"Innere Altstadt, Dresden",11,[Balkon/Terrasse], Richert & Oertel Immobilien,True,,Wohnung,830 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Gönnen Sie sich etwas Besonderes - Edle Großzügigkeit in Toplage,"70,8 m²",2,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79427669,"Innere Altstadt, Dresden",11,[Balkon/Terrasse], Richert & Oertel Immobilien,True,,Wohnung,1.043 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Das Besondere liegt so nah - Exklusiv und großzügig am Altmarkt,"91,8 m²",3,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79439420,"Innere Altstadt, Dresden",11,[], Richert & Oertel Immobilien,True,,Wohnung,1.113 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Mitten im Dresdner Zentrum - Edle Großzügigkeit in Toplage,"114,2 m²",4,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79439422,"Innere Altstadt, Dresden",11,[], Richert & Oertel Immobilien,True,,Wohnung,1.130 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Zentrale Lage - Lichtdurchflutete Wohnräume schaffen ein besonderes Flair,"119,9 m²",4,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79439424,"Innere Altstadt, Dresden",10,[Balkon/Terrasse], Richert & Oertel Immobilien,True,,Wohnung,1.147 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Ausblick über den Altmarkt - Genießen Sie den Feierabend auf Ihrem großen Balkon,112 m²,3,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79439426,"Innere Altstadt, Dresden",11,[], Richert & Oertel Immobilien,True,,Wohnung,1.103 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Lichtdurchflutete Wohnräume schaffen ein besonderes Flair in den neuen vier Wänden,"114,2 m²",4,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79439428,"Innere Altstadt, Dresden",11,[], Richert & Oertel Immobilien,True,,Wohnung,1.123 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Gönnen Sie sich etwas Besonderes - Edle Großzügigkeit in Toplage,"114,2 m²",4,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79448551,"Gompitz/Altfranken, Dresden",11,[], Ronald Hamel,False,310 m²,Haus,,384.000 €,,,Kauf,01156,Dresden,Gompitz/Altfranken,"Bezugsfreie Doppelhaushälfte mit Einbauküche
              15 Minuten bis in die Stadt",162 m²,5,False,0f39a288-6b69-3be3-bad2-ef7f7646efa7
79468766,"Pohlandstraße 20, Striesen-Ost, Dresden",6,[Garten],Herr Immobiliengesellschaft  Grundwert DD,True,,Wohnung,"452,40 €",,51.04729,13.79734,Miete,01309,Dresden,Striesen-Ost,Erstbezug n. Innensanrg.! Dachstudio mit Dielung & 2 Zimmern in Dresden Striesen am Pohlandpark,58 m²,2,False,d8e1a72f-f4d1-3f94-a2fc-a4660794dbaf
79481852,"Wächterstraße 52, Kaditz, Dresden",4,"[Provisionsfrei*, Balkon/Terrasse, Garten]",Herr Hippe,True,,Wohnung,,257.600 €,51.08629,13.6993,Kauf,01139,Dresden,Kaditz,Exklusive 3-Raum - KFW40 Passivhaus - Eigentumswohnung mit Balkon in Dresden,112 m²,3,False,f6c18d0b-327c-3aa9-8ebe-9706625690fd
79482579,"Kaditz, Dresden",4,"[Provisionsfrei*, Balkon/Terrasse, Garten]",Herr Hippe,True,,Wohnung,,282.900 €,,,Kauf,01139,Dresden,Kaditz,Exklusive 4-Raum - KFW40 Passivhaus - Eigentumswohnung mit 2 Balkonen in Dresden,123 m²,4,False,f6c18d0b-327c-3aa9-8ebe-9706625690fd
79484529,"Klotzsche, Dresden",2,[],"Frau Astrid Hoelzer,  ULTIMA Grund-Wert Manag.GmbH",False,1.270 m²,Haus,,675.000 €,,,Kauf,01109,Dresden,Klotzsche,san. Wohn-und Geschäftshaus Dresden-Klotzsche,533 m²,7,False,3a4b6132-ecab-32d0-b094-00b7c4d3a316
79497090,"Löbtau-Süd, Dresden",11,"[Balkon/Terrasse, Einbauküche]",Frau Sabine Zille,True,,Wohnung,"742,96 €",,,,Miete,01159,Dresden,Löbtau-Süd,"Attraktive Maisonettewohnung mit Balkon, Einbauküche und Parkett!","92,87 m²",2,False,06ca4433-b565-3d14-8b8d-c58ae49266da
79514482,"Wehlenerstr. 68, Tolkewitz/Seidnitz-Nord, Dresden",9,"[Balkon/Terrasse, Garten]",Herr Sebastian Schubert,True,,Wohnung,"608,52 €",,51.03337,13.82576,Miete,01279,Dresden,Tolkewitz/Seidnitz-Nord,So schön ist Dresden...Familienfreundliche 2 - Zimmerwohnung mit Blick auf Dresdner Elbhänge,"74,21 m²",2,False,ee2cd866-0db8-3ad6-9061-58cf0ecb078e
79528401,"Grillparzer Straße 6, Cotta, Dresden",16,"[Balkon/Terrasse, Garten]", VSC GmbH Ricarda Kube ,True,,Wohnung,456 €,,51.05948,13.68426,Miete,01157,Dresden,Cotta,Energieeffizientes Wohnen mit super Verkehrsanbindung!,"53,61 m²",2,False,9f55261b-7ea6-3459-8c08-659f5f3d427c
79528554,"Grillparzer Straße 6, Cotta, Dresden",16,"[Balkon/Terrasse, Garten]", VSC GmbH Ricarda Kube ,True,,Wohnung,479 €,,51.05948,13.68426,Miete,01157,Dresden,Cotta,Komfortables Wohnen mit super Verkehrsanbindung!,"56,43 m²",2,False,9f55261b-7ea6-3459-8c08-659f5f3d427c
79533244,"Innere Altstadt, Dresden",9,[], Richert & Oertel Immobilien,True,,Wohnung,612 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Aufgepasst! Attraktive 2-Zimmerwohnung inmitten der Dresdner Altstadt,"61,29 m²",2,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
79533245,"Innere Altstadt, Dresden",5,[], Richert & Oertel Immobilien,True,,Wohnung,755 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Mitten im Zentrum - Lichtdurchflutete Wohnräume mit einem besonderen Flair,"84,28 m²",3,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
